英文名,中文名,简称,外网价格,外网数量,buff最低价格,最新价格,buff在售数量,饰品类型,比率
★ Paracord Knife | Fade (Factory New),系绳匕首（★） | 渐变之色 (崭新出厂),系绳匕首（★） | 渐变之色,720.5,1.0,3380.0,3379.5,244.0,Knife,4.6911866759195
SG 553 | Pulse (Well-Worn),SG 553 | 电子脉冲 (破损不堪),SG 553 | 电子脉冲,2.37,5.0,11.12,11.02,39.0,Rifle,4.691983122362869
AWP | Desert Hydra (Minimal Wear),AWP | 九头金蛇 (略有磨损),AWP | 九头金蛇,2600.0,28.0,12200.0,12199.5,99.0,Sniper Rifle,4.6923076923076925
★ Talon Knife | Fade (Minimal Wear),锯齿爪刀（★） | 渐变之色 (略有磨损),锯齿爪刀（★） | 渐变之色,1515.62,1.0,7119.5,7119.0,14.0,Knife,4.697417558490915
M4A1-S | Night Terror (Factory New),M4A1 消音型 | 夜无眠 (崭新出厂),M4A1 消音型 | 夜无眠,3.25,24.0,15.27,15.17,1385.0,Rifle,4.6984615384615385
AK-47 | Neon Revolution (Factory New),AK-47 | 霓虹革命 (崭新出厂),AK-47 | 霓虹革命,71.69,2.0,336.9,336.4,268.0,Rifle,4.699400195285256
FAMAS | Cyanospatter (Factory New),法玛斯 | 湖蓝涂装 (崭新出厂),法玛斯 | 湖蓝涂装,1.47,1.0,6.91,6.9,75.0,Rifle,4.700680272108844
Desert Eagle | Night Heist (Field-Tested),沙漠之鹰 | 午夜凶匪 (久经沙场),沙漠之鹰 | 午夜凶匪,6.48,1.0,30.48,30.38,122.0,Pistol,4.703703703703703
★ Ursus Knife | Tiger Tooth (Factory New),熊刀（★） | 虎牙 (崭新出厂),熊刀（★） | 虎牙,467.56,3.0,2199.9,2199.4,216.0,Knife,4.705064590640774
StatTrak™ USP-S | Ticket to Hell (Field-Tested),USP 消音版（StatTrak™） | 地狱门票 (久经沙场),USP 消音版（StatTrak™） | 地狱门票,3.12,28.0,14.68,14.58,522.0,Pistol,4.705128205128205
AWP | Oni Taiji (Minimal Wear),AWP | 鬼退治 (略有磨损),AWP | 鬼退治,543.62,2.0,2558.0,2557.5,223.0,Sniper Rifle,4.70549280747581
StatTrak™ SSG 08 | Dragonfire (Minimal Wear),SSG 08（StatTrak™） | 炎龙之焰 (略有磨损),SSG 08（StatTrak™） | 炎龙之焰,55.86,1.0,262.87,262.37,76.0,Sniper Rifle,4.705871822413176
StatTrak™ Desert Eagle | Conspiracy (Field-Tested),沙漠之鹰（StatTrak™） | 阴谋者 (久经沙场),沙漠之鹰（StatTrak™） | 阴谋者,16.78,2.0,78.97,78.87,72.0,Pistol,4.706197854588796
Five-SeveN | Anodized Gunmetal (Factory New),FN57 | 电镀青铜 (崭新出厂),FN57 | 电镀青铜,6.52,1.0,30.69,30.59,84.0,Pistol,4.707055214723927
StatTrak™ UMP-45 | Arctic Wolf (Factory New),UMP-45（StatTrak™） | 白狼 (崭新出厂),UMP-45（StatTrak™） | 白狼,3.59,1.0,16.9,16.8,188.0,SMG,4.7075208913649025
P90 | Tiger Pit (Minimal Wear),P90 | 困兽之斗 (略有磨损),P90 | 困兽之斗,6.69,3.0,31.5,31.4,107.0,SMG,4.708520179372197
AK-47 | Vulcan (Minimal Wear),AK-47 | 火神 (略有磨损),AK-47 | 火神,609.09,1.0,2868.0,2867.5,1352.0,Rifle,4.7086637442742445
Glock-18 | Gamma Doppler (Minimal Wear),格洛克 18 型 | 伽玛多普勒 (略有磨损),格洛克 18 型 | 伽玛多普勒,19.92,7.0,93.8,93.7,683.0,Pistol,4.708835341365461
StatTrak™ Glock-18 | Clear Polymer (Factory New),格洛克 18 型（StatTrak™） | 一目了然 (崭新出厂),格洛克 18 型（StatTrak™） | 一目了然,3.61,1.0,17.0,16.9,223.0,Pistol,4.7091412742382275
MP9 | Airlock (Field-Tested),MP9 | 气密 (久经沙场),MP9 | 气密,2.76,1.0,13.0,12.9,244.0,SMG,4.710144927536232
StatTrak™ Galil AR | Chromatic Aberration (Field-Tested),加利尔 AR（StatTrak™） | 迷人眼 (久经沙场),加利尔 AR（StatTrak™） | 迷人眼,5.54,1.0,26.1,26.0,209.0,Rifle,4.7111913357400725
AK-47 | Baroque Purple (Minimal Wear),AK-47 | 巴洛克之紫 (略有磨损),AK-47 | 巴洛克之紫,6.79,25.0,32.0,31.9,874.0,Rifle,4.712812960235641
★ Sport Gloves | Superconductor (Minimal Wear),运动手套（★） | 超导体 (略有磨损),运动手套（★） | 超导体,5580.0,2.0,26300.0,26299.5,135.0,Gloves,4.71326164874552
StatTrak™ Desert Eagle | Directive (Field-Tested),沙漠之鹰（StatTrak™） | 指挥 (久经沙场),沙漠之鹰（StatTrak™） | 指挥,1.93,12.0,9.1,9.09,539.0,Pistol,4.715025906735751
★ Butterfly Knife | Slaughter (Factory New),蝴蝶刀（★） | 屠夫 (崭新出厂),蝴蝶刀（★） | 屠夫,2116.59,17.0,9980.0,9979.5,169.0,Knife,4.715131414208703
AWP | Phobos (Well-Worn),AWP | 火卫一 (破损不堪),AWP | 火卫一,4.81,1.0,22.68,22.58,15.0,Sniper Rifle,4.715176715176716
StatTrak™ Desert Eagle | Corinthian (Minimal Wear),沙漠之鹰（StatTrak™） | 科林斯遗产 (略有磨损),沙漠之鹰（StatTrak™） | 科林斯遗产,3.25,1.0,15.33,15.23,254.0,Pistol,4.716923076923077
StatTrak™ UMP-45 | Oscillator (Factory New),UMP-45（StatTrak™） | 动摇 (崭新出厂),UMP-45（StatTrak™） | 动摇,1.59,6.0,7.5,7.49,221.0,SMG,4.716981132075471
AK-47 | Safari Mesh (Factory New),AK-47 | 狩猎网格 (崭新出厂),AK-47 | 狩猎网格,5.68,1.0,26.8,26.7,298.0,Rifle,4.71830985915493
StatTrak™ Galil AR | Stone Cold (Field-Tested),加利尔 AR（StatTrak™） | 冷石 (久经沙场),加利尔 AR（StatTrak™） | 冷石,3.55,1.0,16.75,16.65,183.0,Rifle,4.71830985915493
★ Stiletto Knife | Tiger Tooth (Factory New),短剑（★） | 虎牙 (崭新出厂),短剑（★） | 虎牙,678.15,3.0,3200.0,3199.5,196.0,Knife,4.718720047187201
AK-47 | The Empress (Well-Worn),AK-47 | 皇后 (破损不堪),AK-47 | 皇后,28.18,1.0,133.0,132.5,338.0,Rifle,4.719659332860185
P2000 | Amber Fade (Minimal Wear),P2000 | 渐变琥珀 (略有磨损),P2000 | 渐变琥珀,11.88,2.0,56.08,55.98,710.0,Pistol,4.72053872053872
FAMAS | Valence (Field-Tested),法玛斯 | 元素轮廓 (久经沙场),法玛斯 | 元素轮廓,2.22,9.0,10.48,10.5,520.0,Rifle,4.7207207207207205
StatTrak™ MP7 | Bloodsport (Field-Tested),MP7（StatTrak™） | 血腥运动 (久经沙场),MP7（StatTrak™） | 血腥运动,5.23,2.0,24.69,24.59,219.0,SMG,4.720841300191204
StatTrak™ Glock-18 | Steel Disruption (Factory New),格洛克 18 型（StatTrak™） | 钢铁禁锢 (崭新出厂),格洛克 18 型（StatTrak™） | 钢铁禁锢,8.55,2.0,40.39,40.29,163.0,Pistol,4.723976608187134
StatTrak™ USP-S | Cyrex (Field-Tested),USP 消音版（StatTrak™） | 次时代 (久经沙场),USP 消音版（StatTrak™） | 次时代,5.21,1.0,24.62,24.52,353.0,Pistol,4.72552783109405
★ Moto Gloves | Cool Mint (Factory New),摩托手套（★） | 清凉薄荷 (崭新出厂),摩托手套（★） | 清凉薄荷,3100.0,4.0,14650.0,13422.73,5.0,Gloves,4.725806451612903
Sawed-Off | Wasteland Princess (Well-Worn),截短霰弹枪 | 荒野公主 (破损不堪),截短霰弹枪 | 荒野公主,2.96,17.0,13.99,13.89,20.0,Shotgun,4.726351351351352
★ Flip Knife | Marble Fade (Factory New),折叠刀（★） | 渐变大理石 (崭新出厂),折叠刀（★） | 渐变大理石,697.53,3.0,3299.0,3298.5,226.0,Knife,4.72954568262297
Cmdr. Mae 'Dead Cold' Jamison | SWAT,指挥官 梅 “极寒” 贾米森 | 特警,指挥官 梅 “极寒” 贾米森 | 特警,8.43,1.0,39.88,39.78,725.0,Agent,4.730723606168446
AK-47 | Safety Net (Field-Tested),AK-47 | 安全网 (久经沙场),AK-47 | 安全网,6.75,4.0,31.98,31.88,402.0,Rifle,4.737777777777778
SCAR-20 | Bloodsport (Well-Worn),SCAR-20 | 血腥运动 (破损不堪),SCAR-20 | 血腥运动,3.44,1.0,16.3,16.2,16.0,Sniper Rifle,4.738372093023256
StatTrak™ USP-S | Blood Tiger (Minimal Wear),USP 消音版（StatTrak™） | 血虎 (略有磨损),USP 消音版（StatTrak™） | 血虎,3.9,13.0,18.48,18.38,268.0,Pistol,4.7384615384615385
M249 | Downtown (Well-Worn),M249 | 闹市区 (破损不堪),M249 | 闹市区,1.11,3.0,5.26,5.25,87.0,Machinegun,4.738738738738738
M4A4 | Griffin (Field-Tested),M4A4 | 狮鹫 (久经沙场),M4A4 | 狮鹫,2.42,8.0,11.47,11.37,513.0,Rifle,4.739669421487604
SSG 08 | Acid Fade (Factory New),SSG 08 | 渐变强酸 (崭新出厂),SSG 08 | 渐变强酸,1.96,55.0,9.29,9.29,2765.0,Sniper Rifle,4.739795918367347
StatTrak™ Glock-18 | Blue Fissure (Field-Tested),格洛克 18 型（StatTrak™） | 蓝色裂纹 (久经沙场),格洛克 18 型（StatTrak™） | 蓝色裂纹,4.96,5.0,23.51,23.41,387.0,Pistol,4.73991935483871
StatTrak™ AWP | Atheris (Field-Tested),AWP（StatTrak™） | 树蝰 (久经沙场),AWP（StatTrak™） | 树蝰,10.82,1.0,51.29,51.19,400.0,Sniper Rifle,4.740295748613678
StatTrak™ P250 | Cyber Shell (Minimal Wear),P250（StatTrak™） | 赛博先锋 (略有磨损),P250（StatTrak™） | 赛博先锋,1.58,15.0,7.49,7.48,170.0,Pistol,4.740506329113924
★ StatTrak™ Ursus Knife | Marble Fade (Factory New),熊刀（★ StatTrak™） | 渐变大理石 (崭新出厂),熊刀（★ StatTrak™） | 渐变大理石,547.93,1.0,2598.0,2597.5,50.0,Knife,4.741481576113737
StatTrak™ Dual Berettas | Dualing Dragons (Minimal Wear),双持贝瑞塔（StatTrak™） | 龙之双子 (略有磨损),双持贝瑞塔（StatTrak™） | 龙之双子,1.67,1.0,7.92,7.91,128.0,Pistol,4.74251497005988
FAMAS | Mecha Industries (Factory New),法玛斯 | 机械工业 (崭新出厂),法玛斯 | 机械工业,9.21,1.0,43.68,43.58,549.0,Rifle,4.742671009771986
StatTrak™ Glock-18 | Weasel (Well-Worn),格洛克 18 型（StatTrak™） | 鼬鼠 (破损不堪),格洛克 18 型（StatTrak™） | 鼬鼠,1.79,3.0,8.49,8.48,54.0,Pistol,4.743016759776537
SSG 08 | Turbo Peek (Field-Tested),SSG 08 | 速度激情 (久经沙场),SSG 08 | 速度激情,5.31,1.0,25.19,25.09,228.0,Sniper Rifle,4.743879472693033
FAMAS | Commemoration (Factory New),法玛斯 | 纪念碑 (崭新出厂),法玛斯 | 纪念碑,30.14,1.0,143.0,142.5,405.0,Rifle,4.744525547445256
MP7 | Special Delivery (Minimal Wear),MP7 | 速递 (略有磨损),MP7 | 速递,2.43,2.0,11.53,11.43,115.0,SMG,4.7448559670781885
Tec-9 | Remote Control (Field-Tested),Tec-9 | 遥控 (久经沙场),Tec-9 | 遥控,3.56,1.0,16.9,16.8,129.0,Pistol,4.747191011235954
R8 Revolver | Crazy 8 (Factory New),R8 左轮手枪 | 疯狂老八 (崭新出厂),R8 左轮手枪 | 疯狂老八,4.2,1.0,19.95,19.85,280.0,Pistol,4.75
AK-47 | X-Ray (Field-Tested),AK-47 | X 射线 (久经沙场),AK-47 | X 射线,902.8,1.0,4288.88,4288.38,94.0,Rifle,4.750642445724413
Dual Berettas | Melondrama (Field-Tested),双持贝瑞塔 | 瓜瓜 (久经沙场),双持贝瑞塔 | 瓜瓜,3.05,14.0,14.49,14.39,772.0,Pistol,4.750819672131148
AK-47 | The Empress (Factory New),AK-47 | 皇后 (崭新出厂),AK-47 | 皇后,136.28,9.0,647.5,647.0,401.0,Rifle,4.751247431758145
AWP | Electric Hive (Factory New),AWP | 电子蜂巢 (崭新出厂),AWP | 电子蜂巢,82.29,1.0,391.0,390.5,630.0,Sniper Rifle,4.751488637744561
PP-Bizon | Judgement of Anubis (Minimal Wear),PP-野牛 | 阿努比斯之审判 (略有磨损),PP-野牛 | 阿努比斯之审判,9.47,3.0,45.0,44.9,414.0,SMG,4.751847940865892
StatTrak™ Desert Eagle | Naga (Minimal Wear),沙漠之鹰（StatTrak™） | 纳迦蛇神 (略有磨损),沙漠之鹰（StatTrak™） | 纳迦蛇神,8.66,1.0,41.16,41.06,160.0,Pistol,4.752886836027713
★ Karambit,爪子刀（★）,爪子刀（★）,1493.13,1.0,7098.0,7088.53,142.0,Knife,4.753772277028792
StatTrak™ Dual Berettas | Tread (Factory New),双持贝瑞塔（StatTrak™） | 胶面花纹 (崭新出厂),双持贝瑞塔（StatTrak™） | 胶面花纹,2.86,1.0,13.6,13.5,29.0,Pistol,4.755244755244755
MP7 | Fade (Field-Tested),MP7 | 渐变之色 (久经沙场),MP7 | 渐变之色,6.97,3.0,33.17,33.07,62.0,SMG,4.758967001434721
M4A4 | Global Offensive (Factory New),M4A4 | 全球攻势 (崭新出厂),M4A4 | 全球攻势,6.8,2.0,32.37,32.27,392.0,Rifle,4.760294117647058
CZ75-Auto | Tigris (Factory New),CZ75 | 猛虎 (崭新出厂),CZ75 | 猛虎,2.05,3.0,9.76,9.75,163.0,Pistol,4.760975609756098
★ Butterfly Knife | Lore (Factory New),蝴蝶刀（★） | 传说 (崭新出厂),蝴蝶刀（★） | 传说,9000.0,2.0,42850.0,42849.5,27.0,Knife,4.761111111111111
Dual Berettas | Panther (Factory New),双持贝瑞塔 | 黑豹 (崭新出厂),双持贝瑞塔 | 黑豹,2.1,1.0,10.0,9.9,82.0,Pistol,4.761904761904762
AK-47 | Redline (Battle-Scarred),AK-47 | 红线 (战痕累累),AK-47 | 红线,15.74,1.0,74.99,74.89,161.0,Rifle,4.764294790343075
MAC-10 | Heat (Field-Tested),MAC-10 | 炽热 (久经沙场),MAC-10 | 炽热,2.39,2.0,11.39,11.29,117.0,SMG,4.7656903765690375
AWP | POP AWP (Minimal Wear),AWP | 复古流行 (略有磨损),AWP | 复古流行,4.19,8.0,19.97,19.87,1977.0,Sniper Rifle,4.766109785202863
StatTrak™ SSG 08 | Fever Dream (Field-Tested),SSG 08（StatTrak™） | 浮生如梦 (久经沙场),SSG 08（StatTrak™） | 浮生如梦,2.06,7.0,9.82,9.81,347.0,Sniper Rifle,4.766990291262136
MAC-10 | Disco Tech (Field-Tested),MAC-10 | 渐变迪斯科 (久经沙场),MAC-10 | 渐变迪斯科,4.52,10.0,21.55,21.45,1632.0,SMG,4.767699115044248
Desert Eagle | Crimson Web (Field-Tested),沙漠之鹰 | 深红之网 (久经沙场),沙漠之鹰 | 深红之网,8.21,2.0,39.15,39.05,899.0,Pistol,4.76857490864799
Desert Eagle | Crimson Web (Field-Tested),沙漠之鹰 | 深红之网 (久经沙场),沙漠之鹰 | 深红之网,8.21,2.0,39.15,39.05,898.0,Pistol,4.76857490864799
StatTrak™ Tec-9 | Re-Entry (Minimal Wear),Tec-9（StatTrak™） | 战火重燃 (略有磨损),Tec-9（StatTrak™） | 战火重燃,1.97,1.0,9.4,9.39,120.0,Pistol,4.771573604060914
★ Huntsman Knife | Damascus Steel (Minimal Wear),猎杀者匕首（★） | 大马士革钢 (略有磨损),猎杀者匕首（★） | 大马士革钢,192.76,1.0,920.0,919.5,49.0,Knife,4.772774434529985
★ M9 Bayonet,M9 刺刀（★）,M9 刺刀（★）,1466.57,4.0,6999.99,6999.49,156.0,Knife,4.773035040945881
StatTrak™ G3SG1 | Dream Glade (Minimal Wear),G3SG1（StatTrak™） | 梦之林地 (略有磨损),G3SG1（StatTrak™） | 梦之林地,1.46,5.0,6.97,6.96,186.0,Sniper Rifle,4.773972602739726
StatTrak™ P90 | Chopper (Factory New),P90（StatTrak™） | 夺命器 (崭新出厂),P90（StatTrak™） | 夺命器,6.03,2.0,28.79,28.69,118.0,SMG,4.774461028192371
Galil AR | Connexion (Factory New),加利尔 AR | 凤凰商号 (崭新出厂),加利尔 AR | 凤凰商号,1.92,4.0,9.17,9.16,286.0,Rifle,4.776041666666667
Galil AR | Eco (Well-Worn),加利尔 AR | 经济 (破损不堪),加利尔 AR | 经济,3.55,2.0,16.97,16.87,212.0,Rifle,4.780281690140845
Five-SeveN | Boost Protocol (Factory New),FN57 | 同步力场 (崭新出厂),FN57 | 同步力场,3.2,7.0,15.3,15.2,570.0,Pistol,4.78125
AK-47 | Frontside Misty (Factory New),AK-47 | 前线迷雾 (崭新出厂),AK-47 | 前线迷雾,67.96,4.0,325.0,324.5,226.0,Rifle,4.782224838140083
Glock-18 | Red Tire (Factory New),格洛克 18 型 | 红色轮胎 (崭新出厂),格洛克 18 型 | 红色轮胎,2.09,3.0,10.0,9.9,80.0,Pistol,4.784688995215311
Five-SeveN | Angry Mob (Well-Worn),FN57 | 怒氓 (破损不堪),FN57 | 怒氓,5.52,1.0,26.42,26.32,12.0,Pistol,4.786231884057972
MP5-SD | Kitbash (Factory New),MP5-SD | 猛烈冲锋 (崭新出厂),MP5-SD | 猛烈冲锋,1.88,4.0,9.0,8.99,214.0,SMG,4.787234042553192
★ Karambit | Autotronic (Minimal Wear),爪子刀（★） | 自动化 (略有磨损),爪子刀（★） | 自动化,1900.64,1.0,9098.88,9098.38,73.0,Knife,4.787271655863288
M4A4 | Bullet Rain (Field-Tested),M4A4 | 弹雨 (久经沙场),M4A4 | 弹雨,14.41,1.0,68.99,68.89,224.0,Rifle,4.78764746703678
StatTrak™ P2000 | Imperial Dragon (Factory New),P2000（StatTrak™） | 至尊威龙 (崭新出厂),P2000（StatTrak™） | 至尊威龙,27.98,8.0,134.0,133.5,62.0,Pistol,4.789135096497498
★ Moto Gloves | POW! (Factory New),摩托手套（★） | 嘭！ (崭新出厂),摩托手套（★） | 嘭！,2760.0,1.0,13221.5,13221.0,20.0,Gloves,4.790398550724638
R8 Revolver | Llama Cannon (Minimal Wear),R8 左轮手枪 | 美洲驼炮 (略有磨损),R8 左轮手枪 | 美洲驼炮,5.12,2.0,24.53,24.43,82.0,Pistol,4.791015625
Tec-9 | Re-Entry (Factory New),Tec-9 | 战火重燃 (崭新出厂),Tec-9 | 战火重燃,1.73,5.0,8.29,8.28,335.0,Pistol,4.791907514450867
M4A1-S | Control Panel (Well-Worn),M4A1 消音型 | 控制台 (破损不堪),M4A1 消音型 | 控制台,11.89,1.0,56.98,56.88,94.0,Rifle,4.792262405382674
MAG-7 | Justice (Minimal Wear),MAG-7 | 正义 (略有磨损),MAG-7 | 正义,6.28,1.0,30.1,30.0,267.0,Shotgun,4.792993630573249
Desert Eagle | Meteorite (Factory New),沙漠之鹰 | 陨星 (崭新出厂),沙漠之鹰 | 陨星,2.63,30.0,12.61,12.51,2539.0,Pistol,4.79467680608365
StatTrak™ AK-47 | Nightwish (Well-Worn),AK-47（StatTrak™） | 夜愿 (破损不堪),AK-47（StatTrak™） | 夜愿,40.32,1.0,193.37,192.87,62.0,Rifle,4.795882936507937
AWP | Desert Hydra (Field-Tested),AWP | 九头金蛇 (久经沙场),AWP | 九头金蛇,2095.43,4.0,10050.0,10049.5,118.0,Sniper Rifle,4.796151625203419
StatTrak™ P90 | Module (Factory New),P90（StatTrak™） | 深蓝组件 (崭新出厂),P90（StatTrak™） | 深蓝组件,3.02,1.0,14.49,14.39,357.0,SMG,4.798013245033113
★ Bowie Knife | Doppler (Factory New),鲍伊猎刀（★） | 多普勒 (崭新出厂),鲍伊猎刀（★） | 多普勒,343.73,7.0,1650.0,1649.5,156.0,Knife,4.800279288976813
★ Talon Knife | Ultraviolet (Minimal Wear),锯齿爪刀（★） | 致命紫罗兰 (略有磨损),锯齿爪刀（★） | 致命紫罗兰,566.57,1.0,2720.0,2719.5,54.0,Knife,4.800818963234905
AWP | Containment Breach (Factory New),AWP | 冲出重围 (崭新出厂),AWP | 冲出重围,409.6,2.0,1968.0,1967.5,113.0,Sniper Rifle,4.8046875
★ Falchion Knife | Slaughter (Factory New),弯刀（★） | 屠夫 (崭新出厂),弯刀（★） | 屠夫,308.9,1.0,1484.99,1484.49,48.0,Knife,4.807348656523147
StatTrak™ MP5-SD | Phosphor (Minimal Wear),MP5-SD（StatTrak™） | 磷光体 (略有磨损),MP5-SD（StatTrak™） | 磷光体,14.23,1.0,68.46,68.36,77.0,SMG,4.810962754743499
★ StatTrak™ Paracord Knife | Crimson Web (Field-Tested),系绳匕首（★ StatTrak™） | 深红之网 (久经沙场),系绳匕首（★ StatTrak™） | 深红之网,342.88,1.0,1650.0,1649.5,20.0,Knife,4.81217918805413
AK-47 | Fuel Injector (Field-Tested),AK-47 | 燃料喷射器 (久经沙场),AK-47 | 燃料喷射器,191.07,2.0,920.0,919.5,921.0,Rifle,4.81498927094782
M4A4 | The Coalition (Battle-Scarred),M4A4 | 合纵 (战痕累累),M4A4 | 合纵,12.23,1.0,58.89,58.79,167.0,Rifle,4.815208503679477
StatTrak™ M4A1-S | Night Terror (Battle-Scarred),M4A1 消音型（StatTrak™） | 夜无眠 (战痕累累),M4A1 消音型（StatTrak™） | 夜无眠,8.79,82.0,42.33,42.23,679.0,Rifle,4.815699658703072
★ Karambit | Crimson Web (Factory New),爪子刀（★） | 深红之网 (崭新出厂),爪子刀（★） | 深红之网,5980.0,4.0,28800.0,26723.51,3.0,Knife,4.816053511705686
★ Talon Knife | Stained (Field-Tested),锯齿爪刀（★） | 人工染色 (久经沙场),锯齿爪刀（★） | 人工染色,467.11,1.0,2250.0,2249.5,50.0,Knife,4.816852561495151
SCAR-20 | Enforcer (Factory New),SCAR-20 | 执行者 (崭新出厂),SCAR-20 | 执行者,2.46,1.0,11.85,11.75,265.0,Sniper Rifle,4.817073170731708
StatTrak™ Negev | Lionfish (Minimal Wear),内格夫（StatTrak™） | 狮子鱼 (略有磨损),内格夫（StatTrak™） | 狮子鱼,1.48,4.0,7.13,7.12,202.0,Machinegun,4.8175675675675675
★ Ursus Knife | Marble Fade (Factory New),熊刀（★） | 渐变大理石 (崭新出厂),熊刀（★） | 渐变大理石,547.93,1.0,2640.0,2639.5,289.0,Knife,4.818133703210265
Tec-9 | Toxic (Factory New),Tec-9 | 核子剧毒 (崭新出厂),Tec-9 | 核子剧毒,7.46,1.0,35.96,35.86,136.0,Pistol,4.8203753351206435
★ Bowie Knife | Gamma Doppler (Minimal Wear),鲍伊猎刀（★） | 伽玛多普勒 (略有磨损),鲍伊猎刀（★） | 伽玛多普勒,381.22,3.0,1838.5,1838.0,9.0,Knife,4.822674571113792
StatTrak™ USP-S | Lead Conduit (Battle-Scarred),USP 消音版（StatTrak™） | 铅管 (战痕累累),USP 消音版（StatTrak™） | 铅管,2.26,1.0,10.9,10.8,93.0,Pistol,4.823008849557523
★ M9 Bayonet | Crimson Web (Minimal Wear),M9 刺刀（★） | 深红之网 (略有磨损),M9 刺刀（★） | 深红之网,2048.91,1.0,9888.0,9887.5,70.0,Knife,4.825980643366473
StatTrak™ Five-SeveN | Buddy (Field-Tested),FN57（StatTrak™） | 好兄弟 (久经沙场),FN57（StatTrak™） | 好兄弟,1.38,4.0,6.66,6.65,58.0,Pistol,4.826086956521739
StatTrak™ MP5-SD | Gauss (Minimal Wear),MP5-SD（StatTrak™） | 高斯 (略有磨损),MP5-SD（StatTrak™） | 高斯,1.46,4.0,7.05,7.04,101.0,SMG,4.828767123287672
StatTrak™ Desert Eagle | Trigger Discipline (Battle-Scarred),沙漠之鹰（StatTrak™） | 后发制人 (战痕累累),沙漠之鹰（StatTrak™） | 后发制人,2.03,4.0,9.81,9.8,101.0,Pistol,4.832512315270937
StatTrak™ FAMAS | Crypsis (Factory New),法玛斯（StatTrak™） | 保护色 (崭新出厂),法玛斯（StatTrak™） | 保护色,1.74,1.0,8.41,8.4,118.0,Rifle,4.833333333333333
★ Survival Knife | Crimson Web (Battle-Scarred),求生匕首（★） | 深红之网 (战痕累累),求生匕首（★） | 深红之网,241.85,1.0,1169.0,1168.5,33.0,Knife,4.833574529667149
G3SG1 | Ancient Ritual (Factory New),G3SG1 | 远古仪式 (崭新出厂),G3SG1 | 远古仪式,1.58,9.0,7.64,7.63,73.0,Sniper Rifle,4.8354430379746836
USP-S | Black Lotus (Factory New),USP 消音版 | 黑莲花 (崭新出厂),USP 消音版 | 黑莲花,4.75,1.0,22.97,22.87,315.0,Pistol,4.83578947368421
SSG 08 | Mayan Dreams (Field-Tested),SSG 08 | 玛雅之梦 (久经沙场),SSG 08 | 玛雅之梦,3.21,1.0,15.54,15.44,20.0,Sniper Rifle,4.841121495327102
StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred),M4A4（StatTrak™） | 齿仙 (战痕累累),M4A4（StatTrak™） | 齿仙,7.33,8.0,35.5,35.4,57.0,Rifle,4.843110504774898
Dual Berettas | Urban Shock (Factory New),双持贝瑞塔 | 都市冲击 (崭新出厂),双持贝瑞塔 | 都市冲击,3.62,2.0,17.54,17.44,117.0,Pistol,4.845303867403315
Dual Berettas | Pyre (Field-Tested),双持贝瑞塔 | 熊熊烈焰 (久经沙场),双持贝瑞塔 | 熊熊烈焰,16.51,1.0,80.0,79.9,59.0,Pistol,4.845548152634766
★ Karambit | Lore (Minimal Wear),爪子刀（★） | 传说 (略有磨损),爪子刀（★） | 传说,2145.53,1.0,10400.0,10399.5,108.0,Knife,4.847287150494283
M4A1-S | Icarus Fell (Factory New),M4A1 消音型 | 伊卡洛斯殒落 (崭新出厂),M4A1 消音型 | 伊卡洛斯殒落,560.56,22.0,2719.5,2719.0,767.0,Rifle,4.851398601398602
MP7 | Bloodsport (Well-Worn),MP7 | 血腥运动 (破损不堪),MP7 | 血腥运动,3.03,2.0,14.7,14.6,35.0,SMG,4.851485148514851
StatTrak™ USP-S | Cyrex (Minimal Wear),USP 消音版（StatTrak™） | 次时代 (略有磨损),USP 消音版（StatTrak™） | 次时代,8.22,1.0,39.89,39.79,324.0,Pistol,4.85279805352798
Glock-18 | Steel Disruption (Factory New),格洛克 18 型 | 钢铁禁锢 (崭新出厂),格洛克 18 型 | 钢铁禁锢,4.09,1.0,19.85,19.75,133.0,Pistol,4.853300733496333
★ Talon Knife | Damascus Steel (Factory New),锯齿爪刀（★） | 大马士革钢 (崭新出厂),锯齿爪刀（★） | 大马士革钢,615.9,1.0,2990.0,2989.5,71.0,Knife,4.854684201980842
M4A1-S | Hot Rod (Factory New),M4A1 消音型 | 赤红新星 (崭新出厂),M4A1 消音型 | 赤红新星,730.11,1.0,3545.0,3544.5,373.0,Rifle,4.855432743011327
StatTrak™ CZ75-Auto | Imprint (Factory New),CZ75（StatTrak™） | 印花板 (崭新出厂),CZ75（StatTrak™） | 印花板,1.4,1.0,6.8,6.79,111.0,Pistol,4.857142857142858
StatTrak™ MAG-7 | Monster Call (Minimal Wear),MAG-7（StatTrak™） | 北冥有鱼 (略有磨损),MAG-7（StatTrak™） | 北冥有鱼,2.22,2.0,10.79,10.69,289.0,Shotgun,4.860360360360359
StatTrak™ MAC-10 | Pipe Down (Minimal Wear),MAC-10（StatTrak™） | 销声 (略有磨损),MAC-10（StatTrak™） | 销声,2.04,1.0,9.92,9.91,68.0,SMG,4.862745098039215
MAC-10 | Toybox (Battle-Scarred),MAC-10 | 玩具盒子 (战痕累累),MAC-10 | 玩具盒子,3.57,5.0,17.36,17.26,47.0,SMG,4.862745098039216
